Metrics;Training time:;Testing time seconds:;Testing time cpu:;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;EOS_HIT_COUNT@2: ;EOS_HIT_COUNT@3: ;EOS_HIT_COUNT@5: ;EOS_HIT_COUNT@10: ;EOS_HIT_COUNT@15: ;EOS_HIT_COUNT@20: ;EOS_HIT_RATE@2: ;EOS_HIT_RATE@3: ;EOS_HIT_RATE@5: ;EOS_HIT_RATE@10: ;EOS_HIT_RATE@15: ;EOS_HIT_RATE@20: ;
rsc15FileModelclicks64Short;0.0;0.0034269333656971493;0.0034269333656971493;0.21414098775854792;0.2131982552413114;0.20709159983115238;0.17429295061207262;0.13391022935134375;0.1066835514281694;0.0021387364570142112;0.005065428450823132;0.02818348107499648;0.10961024342197834;0.21589981708175038;0.2975798508512734;225;500;2577;10695;21119;28859;15292;73;140;574;2905;5775;7710;0.0010271563247502462;0.0019698888419867736;0.008076544252145771;0.040875193471225556;0.08125791473195441;0.10848459265512875;
