Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;EOS_HIT_COUNT@2: ;EOS_HIT_COUNT@3: ;EOS_HIT_COUNT@5: ;EOS_HIT_COUNT@10: ;EOS_HIT_COUNT@15: ;EOS_HIT_COUNT@20: ;EOS_HIT_RATE@2: ;EOS_HIT_RATE@3: ;EOS_HIT_RATE@5: ;EOS_HIT_RATE@10: ;EOS_HIT_RATE@15: ;EOS_HIT_RATE@20: ;
rsc15FileModelclicks64Short;0.2109469537076122;0.2089489235964542;0.20379907133811734;0.19103700576896018;0.1794709441395807;0.16855213170113972;0.008667510904741804;0.013184184606725763;0.023582383565498802;0.05075277895033066;0.07671309976079921;0.10251864359082595;916;1379;2484;5322;7989;10599;15292;300;442;808;1715;2537;3313;0.004221190375685944;0.006219220486843957;0.011369072745180807;0.024131138314337976;0.035697199943717464;0.046616012382158435;
