Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;
rsc15FileModelclicks64Short;0.02233009708737864;0.012368087800759814;0.005163922892922471;0.0019698888419867736;0.0013226396510482622;0.0010271563247502462;0.43731532292106373;0.4860278598564795;0.5289855072463768;0.5532010693682285;0.5595750668355143;0.5621218516955114;44785;48955;52520;54468;54967;55169;15292;
