Metrics;HitRate@2: ;Saver@50: ;Training time:;Testing time seconds:;Testing time cpu:;
rsc15FileModelclicks64Short;0.4283270809832367;1;2163.3238916397095;0.004851144240888416;0.004851144240888416;
