Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;EOS_HIT_COUNT@2: ;EOS_HIT_COUNT@3: ;EOS_HIT_COUNT@5: ;EOS_HIT_COUNT@10: ;EOS_HIT_COUNT@15: ;EOS_HIT_COUNT@20: ;EOS_HIT_RATE@2: ;EOS_HIT_RATE@3: ;EOS_HIT_RATE@5: ;EOS_HIT_RATE@10: ;EOS_HIT_RATE@15: ;EOS_HIT_RATE@20: ;
rsc15FileModelclicks64Short;0.055809115142058385;0.03735777907808335;0.016942981600676157;0.004082959495481438;0.0015993758533255314;0.0008582016773941877;0.40362785254534816;0.4598010532475132;0.5248553410051362;0.5706130940771081;0.5790910864053053;0.5815356608803068;42728;48467;55040;59548;60391;60636;15979;11687;13106;14676;15665;15856;15913;0.15196671217736168;0.17041804824133672;0.1908328457187439;0.20369286782393864;0.20617645146609453;0.20691762564202587;
