Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;
rsc15FileModelclicks64Short;0.19939496271281834;0.18989728436752498;0.17934430842831012;0.16267060644435063;0.15258196144646125;0.1459546925566343;0.05151259321795413;0.07976642746587871;0.11611087660053468;0.1730125228647812;0.20932883073026592;0.23582383565498805;4782;7465;10798;16027;19325;21679;15292;
