Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;
rsc15FileModelclicks64Short;0.1195300408048403;0.09266919938089208;0.05533980582524272;0.019318981286056;0.007865484733361475;0.003981989587730407;0.1396229069931054;0.19658083579569438;0.2914872660757;0.4260588152525679;0.5017588293232025;0.5310398198958773;16720;22677;32075;44199;50393;52750;15292;
