Metrics;Training time:;Testing time seconds:;Testing time cpu:;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;EOS_HIT_COUNT@2: ;EOS_HIT_COUNT@3: ;EOS_HIT_COUNT@5: ;EOS_HIT_COUNT@10: ;EOS_HIT_COUNT@15: ;EOS_HIT_COUNT@20: ;EOS_HIT_RATE@2: ;EOS_HIT_RATE@3: ;EOS_HIT_RATE@5: ;EOS_HIT_RATE@10: ;EOS_HIT_RATE@15: ;EOS_HIT_RATE@20: ;
rsc15FileModelclicks64Short;0.0;0.003127853540171588;0.003127853540171588;0.2146897425073871;0.2145490361615309;0.21409877585479106;0.21338117349092445;0.21276206556915717;0.21169269734065008;0.0007035317292809906;0.0014914872660757;0.0033910229351343745;0.0061347966793302375;0.008583087097228085;0.011763050513578163;84;150;317;563;781;1083;15292;34;44;76;127;171;247;0.0004784015759110736;0.0006191079217672717;0.0010693682285071056;0.001786970592373716;0.002406078514140988;0.0034754467426480933;
