Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;
rsc15FileModelclicks64Short;0.0969466722949205;0.0659068523990432;0.03429013648515548;0.010961024342197832;0.004685521317011397;0.0028281975517095823;0.19050232165470662;0.26289573659772053;0.36047558744899394;0.4785141409877586;0.5259743914450542;0.5428028704094555;21941;29292;38474;48521;52340;53668;15292;
