Metrics;Training time:;Testing time seconds:;Testing time cpu:;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;EOS_HIT_COUNT@2: ;EOS_HIT_COUNT@3: ;EOS_HIT_COUNT@5: ;EOS_HIT_COUNT@10: ;EOS_HIT_COUNT@15: ;EOS_HIT_COUNT@20: ;EOS_HIT_RATE@2: ;EOS_HIT_RATE@3: ;EOS_HIT_RATE@5: ;EOS_HIT_RATE@10: ;EOS_HIT_RATE@15: ;EOS_HIT_RATE@20: ;
rsc15FileModelclicks64Short;0.0;0.003482698851836425;0.003482698851836425;0.21411284648937667;0.21279020683832842;0.20251864359082594;0.16174194456169974;0.11810890671169269;0.09463908822287885;0.002166877726185451;0.007401153792036021;0.040678204587026874;0.14478682988602787;0.26651188968622486;0.3445054171943155;229;695;3790;14087;25839;33050;15292;75;169;899;3797;6898;8566;0.001055297593921486;0.002377937244969748;0.01264950049247221;0.053426199521598425;0.09705923737160546;0.1205290558604193;
