Metrics;EOS_FN@2: ;EOS_FN@3: ;EOS_FN@5: ;EOS_FN@10: ;EOS_FN@15: ;EOS_FN@20: ;EOS_FP@2: ;EOS_FP@3: ;EOS_FP@5: ;EOS_FP@10: ;EOS_FP@15: ;EOS_FP@20: ;EOS_PREDICTED_COUNT@2: ;EOS_PREDICTED_COUNT@3: ;EOS_PREDICTED_COUNT@5: ;EOS_PREDICTED_COUNT@10: ;EOS_PREDICTED_COUNT@15: ;EOS_PREDICTED_COUNT@20: ;EOS_ACTUAL_COUNT@1: ;
rsc15FileModelclicks64Short;0.0675118546764412;0.05286411796986028;0.03528964808847739;0.016673936596828434;0.008766128691834695;0.005023287227905275;0.24500133672909427;0.29025313427795524;0.35569657656643544;0.4426543218562242;0.4938721524152584;0.5247154174112483;27905;32162;38062;45565;49767;52225;15291;
